执行程序,查询结果,总共耗时(秒)
/data1/hzy/neo4j/RTP-main/build/ic9,"'personId': '68789118', 'personFirstName': 'Carlos', 'personLastName': 'Abarca', 'commentOrPostId': '63860612', 'commentOrPostContent': 'About Benjamin Britten_ ra Peter Grimes in 1945_ he About John Coltrane_ s Saint Jo', 'commentOrPostCreationDate': '1347299728731'",3.214
/data1/hzy/neo4j/RTP-main/build/ic9,"'personId': '68789118', 'personFirstName': 'Carlos', 'personLastName': 'Abarca', 'commentOrPostId': '63860612', 'commentOrPostContent': 'About Benjamin Britten_ ra Peter Grimes in 1945_ he About John Coltrane_ s Saint Jo', 'commentOrPostCreationDate': '1347299728731'",3.278
/data1/hzy/neo4j/RTP-main/build/ic9,"'personId': '68789118', 'personFirstName': 'Carlos', 'personLastName': 'Abarca', 'commentOrPostId': '63860612', 'commentOrPostContent': 'About Benjamin Britten_ ra Peter Grimes in 1945_ he About John Coltrane_ s Saint Jo', 'commentOrPostCreationDate': '1347299728731'",3.152
/data1/hzy/neo4j/RTP-main/build/ic9,"'personId': '68789118', 'personFirstName': 'Carlos', 'personLastName': 'Abarca', 'commentOrPostId': '63860612', 'commentOrPostContent': 'About Benjamin Britten_ ra Peter Grimes in 1945_ he About John Coltrane_ s Saint Jo', 'commentOrPostCreationDate': '1347299728731'",3.114
/data1/hzy/neo4j/RTP-main/build/ic10,"'personId': '68744073', 'personFirstName': 'Rudolf', 'personLastName': 'Bauer', 'commonInterestScore': -1, 'personGender': 'male', 'personCityName': 'Ilmenau'",4064.116
/data1/hzy/neo4j/RTP-main/build/ic10,"'personId': '68744073', 'personFirstName': 'Rudolf', 'personLastName': 'Bauer', 'commonInterestScore': -1, 'personGender': 'male', 'personCityName': 'Ilmenau'",164.919
/data1/hzy/neo4j/RTP-main/build/ic10,"'personId': '68744073', 'personFirstName': 'Rudolf', 'personLastName': 'Bauer', 'commonInterestScore': -1, 'personGender': 'male', 'personCityName': 'Ilmenau'",153.397
/data1/hzy/neo4j/RTP-main/build/ic10,"'personId': '68744073', 'personFirstName': 'Rudolf', 'personLastName': 'Bauer', 'commonInterestScore': -1, 'personGender': 'male', 'personCityName': 'Ilmenau'",156.395
/data1/hzy/neo4j/RTP-main/build/ic11,"'personId': '68695838', 'personFirstName': 'Mariana', 'personLastName': 'Alves', 'organizationName': 'Grand_China_Air', 'organizationWorkFromYear': 0",49.052
/data1/hzy/neo4j/RTP-main/build/ic11,"'personId': '68695838', 'personFirstName': 'Mariana', 'personLastName': 'Alves', 'organizationName': 'Grand_China_Air', 'organizationWorkFromYear': 0",3.099
/data1/hzy/neo4j/RTP-main/build/ic11,"'personId': '68695838', 'personFirstName': 'Mariana', 'personLastName': 'Alves', 'organizationName': 'Grand_China_Air', 'organizationWorkFromYear': 0",3.057
/data1/hzy/neo4j/RTP-main/build/ic11,"'personId': '68695838', 'personFirstName': 'Mariana', 'personLastName': 'Alves', 'organizationName': 'Grand_China_Air', 'organizationWorkFromYear': 0",3.118
/data1/hzy/neo4j/RTP-main/build/ic12,"'personId': '68648125', 'personFirstName': 'Willy', 'personLastName': 'Aa', 'tagNames': null, 'replyCount': 56",1314.599
/data1/hzy/neo4j/RTP-main/build/ic12,"'personId': '68648125', 'personFirstName': 'Willy', 'personLastName': 'Aa', 'tagNames': null, 'replyCount': 56",42.659
/data1/hzy/neo4j/RTP-main/build/ic12,"'personId': '68648125', 'personFirstName': 'Willy', 'personLastName': 'Aa', 'tagNames': null, 'replyCount': 56",45.707
/data1/hzy/neo4j/RTP-main/build/ic12,"'personId': '68648125', 'personFirstName': 'Willy', 'personLastName': 'Aa', 'tagNames': null, 'replyCount': 56",44.450
/data1/hzy/neo4j/RTP-main/build/ic13,'shortestPathLength': 3,1.212
/data1/hzy/neo4j/RTP-main/build/ic13,'shortestPathLength': 3,1.210
/data1/hzy/neo4j/RTP-main/build/ic13,'shortestPathLength': 3,1.251
/data1/hzy/neo4j/RTP-main/build/ic13,'shortestPathLength': 3,1.250
/data1/hzy/neo4j/RTP-main/build/ic14,"'pathNodes': ['68630179', '68725265', '68637529', '68633674'], 'pathWeight': 8",415.599
/data1/hzy/neo4j/RTP-main/build/ic14,"'pathNodes': ['68630179', '68725265', '68637529', '68633674'], 'pathWeight': 8",10.442
/data1/hzy/neo4j/RTP-main/build/ic14,"'pathNodes': ['68630179', '68725265', '68637529', '68633674'], 'pathWeight': 8",11.103
/data1/hzy/neo4j/RTP-main/build/ic14,"'pathNodes': ['68630179', '68725265', '68637529', '68633674'], 'pathWeight': 8",11.057
/data1/hzy/neo4j/RTP-main/build/is1,"'firstName': 'Mahinda', 'lastName': 'Perera', 'birthday': '628646400000', 'locationIP': '119.235.7.103', 'browserUsed': 'Firefox', 'cityId': '88773575', 'gender': 'male', 'creationDate': '1266161530447'",1.205
/data1/hzy/neo4j/RTP-main/build/is1,"'firstName': 'Mahinda', 'lastName': 'Perera', 'birthday': '628646400000', 'locationIP': '119.235.7.103', 'browserUsed': 'Firefox', 'cityId': '88773575', 'gender': 'male', 'creationDate': '1266161530447'",1.212
/data1/hzy/neo4j/RTP-main/build/is1,"'firstName': 'Mahinda', 'lastName': 'Perera', 'birthday': '628646400000', 'locationIP': '119.235.7.103', 'browserUsed': 'Firefox', 'cityId': '88773575', 'gender': 'male', 'creationDate': '1266161530447'",1.137
/data1/hzy/neo4j/RTP-main/build/is1,"'firstName': 'Mahinda', 'lastName': 'Perera', 'birthday': '628646400000', 'locationIP': '119.235.7.103', 'browserUsed': 'Firefox', 'cityId': '88773575', 'gender': 'male', 'creationDate': '1266161530447'",1.208
/data1/hzy/neo4j/RTP-main/build/is2,"'messageId': 27412061, 'messageCreationDate': 1283153622631, 'messageContent': About Haile Selassie I_  a future golden age of etAbout Phil Spector_ Inter, 'postId': 76988379, 'personId': , 'personFirstName': , 'personLastName':",2.956
/data1/hzy/neo4j/RTP-main/build/is2,"'messageId': 27412061, 'messageCreationDate': 1283153622631, 'messageContent': About Haile Selassie I_  a future golden age of etAbout Phil Spector_ Inter, 'postId': 76988379, 'personId': , 'personFirstName': , 'personLastName':",2.964
/data1/hzy/neo4j/RTP-main/build/is2,"'messageId': 27412061, 'messageCreationDate': 1283153622631, 'messageContent': About Haile Selassie I_  a future golden age of etAbout Phil Spector_ Inter, 'postId': 76988379, 'personId': , 'personFirstName': , 'personLastName':",2.955
/data1/hzy/neo4j/RTP-main/build/is2,"'messageId': 27412061, 'messageCreationDate': 1283153622631, 'messageContent': About Haile Selassie I_  a future golden age of etAbout Phil Spector_ Inter, 'postId': 76988379, 'personId': , 'personFirstName': , 'personLastName':",2.996
/data1/hzy/neo4j/RTP-main/build/is3,"'personId': '68794454', 'firstName': 'Marek', 'lastName': 'Zabłocki', 'friendshipCreationDate': '0'",1.291
/data1/hzy/neo4j/RTP-main/build/is3,"'personId': '68794454', 'firstName': 'Marek', 'lastName': 'Zabłocki', 'friendshipCreationDate': '0'",1.346
/data1/hzy/neo4j/RTP-main/build/is3,"'personId': '68794454', 'firstName': 'Marek', 'lastName': 'Zabłocki', 'friendshipCreationDate': '0'",1.267
/data1/hzy/neo4j/RTP-main/build/is3,"'personId': '68794454', 'firstName': 'Marek', 'lastName': 'Zabłocki', 'friendshipCreationDate': '0'",1.182
/data1/hzy/neo4j/RTP-main/build/is4,"'messageCreationDate': '1319287344031', 'messageContent': 'thanks'",1.329
/data1/hzy/neo4j/RTP-main/build/is4,"'messageCreationDate': '1319287344031', 'messageContent': 'thanks'",1.339
/data1/hzy/neo4j/RTP-main/build/is4,"'messageCreationDate': '1319287344031', 'messageContent': 'thanks'",1.253
/data1/hzy/neo4j/RTP-main/build/is4,"'messageCreationDate': '1319287344031', 'messageContent': 'thanks'",1.232
/data1/hzy/neo4j/RTP-main/build/is5,"'personId': '68732189', 'firstName': 'Manuel', 'lastName': 'Rios'",1.310
/data1/hzy/neo4j/RTP-main/build/is5,"'personId': '68732189', 'firstName': 'Manuel', 'lastName': 'Rios'",1.181
/data1/hzy/neo4j/RTP-main/build/is5,"'personId': '68732189', 'firstName': 'Manuel', 'lastName': 'Rios'",1.257
/data1/hzy/neo4j/RTP-main/build/is5,"'personId': '68732189', 'firstName': 'Manuel', 'lastName': 'Rios'",1.232
/data1/hzy/neo4j/RTP-main/build/is6,"'forumId': '67581925', 'forumTitle': 'Wall of Koji Yamamoto', 'moderatorId': '68679760', 'moderatorFirstName': 'Koji', 'moderatorLastName': 'Yamamoto'",3.047
/data1/hzy/neo4j/RTP-main/build/is6,"'forumId': '67581925', 'forumTitle': 'Wall of Koji Yamamoto', 'moderatorId': '68679760', 'moderatorFirstName': 'Koji', 'moderatorLastName': 'Yamamoto'",3.005
/data1/hzy/neo4j/RTP-main/build/is6,"'forumId': '67581925', 'forumTitle': 'Wall of Koji Yamamoto', 'moderatorId': '68679760', 'moderatorFirstName': 'Koji', 'moderatorLastName': 'Yamamoto'",3.125
/data1/hzy/neo4j/RTP-main/build/is6,"'forumId': '67581925', 'forumTitle': 'Wall of Koji Yamamoto', 'moderatorId': '68679760', 'moderatorFirstName': 'Koji', 'moderatorLastName': 'Yamamoto'",3.047
/data1/hzy/neo4j/RTP-main/build/is7,"'commentId': '19968703', 'commentContent': 'thx', 'commentCreationDate': '1327884445513', 'replyAuthorId': '68648439', 'replyAuthorFirstName': 'Koji', 'replyAuthorLastName': 'Suzuki', 'replyAuthorKnowsOriginalMessageAuthor': true",7.463
/data1/hzy/neo4j/RTP-main/build/is7,"'commentId': '19968703', 'commentContent': 'thx', 'commentCreationDate': '1327884445513', 'replyAuthorId': '68648439', 'replyAuthorFirstName': 'Koji', 'replyAuthorLastName': 'Suzuki', 'replyAuthorKnowsOriginalMessageAuthor': true",7.287
/data1/hzy/neo4j/RTP-main/build/is7,"'commentId': '19968703', 'commentContent': 'thx', 'commentCreationDate': '1327884445513', 'replyAuthorId': '68648439', 'replyAuthorFirstName': 'Koji', 'replyAuthorLastName': 'Suzuki', 'replyAuthorKnowsOriginalMessageAuthor': true",7.206
/data1/hzy/neo4j/RTP-main/build/is7,"'commentId': '19968703', 'commentContent': 'thx', 'commentCreationDate': '1327884445513', 'replyAuthorId': '68648439', 'replyAuthorFirstName': 'Koji', 'replyAuthorLastName': 'Suzuki', 'replyAuthorKnowsOriginalMessageAuthor': true",7.170
/data1/hzy/neo4j/RTP-main/build/ic1,"'friendId': '68650950', 'friendLastName': 'Aa', 'friendBirthday': '402278400000', 'friendCreationDate': '1310317356242', 'friendGender': 'male', 'friendBrowserUsed': 'Chrome', 'friendLocationIp': '81.247.36.40', 'friendEmails': None, 'friendLanguages': None, 'friendCityName': 'Brussels', 'friendUniversities': [['Université_catholique_de_Louvain', '0', 'Ottignies-Louvain-la-Neuve']], 'friendCompanies': []",235.636
/data1/hzy/neo4j/RTP-main/build/ic1,"'friendId': '68650950', 'friendLastName': 'Aa', 'friendBirthday': '402278400000', 'friendCreationDate': '1310317356242', 'friendGender': 'male', 'friendBrowserUsed': 'Chrome', 'friendLocationIp': '81.247.36.40', 'friendEmails': None, 'friendLanguages': None, 'friendCityName': 'Brussels', 'friendUniversities': [['Université_catholique_de_Louvain', '0', 'Ottignies-Louvain-la-Neuve']], 'friendCompanies': []",230.132
/data1/hzy/neo4j/RTP-main/build/ic1,"'friendId': '68650950', 'friendLastName': 'Aa', 'friendBirthday': '402278400000', 'friendCreationDate': '1310317356242', 'friendGender': 'male', 'friendBrowserUsed': 'Chrome', 'friendLocationIp': '81.247.36.40', 'friendEmails': None, 'friendLanguages': None, 'friendCityName': 'Brussels', 'friendUniversities': [['Université_catholique_de_Louvain', '0', 'Ottignies-Louvain-la-Neuve']], 'friendCompanies': []",222.577
/data1/hzy/neo4j/RTP-main/build/ic1,"'friendId': '68650950', 'friendLastName': 'Aa', 'friendBirthday': '402278400000', 'friendCreationDate': '1310317356242', 'friendGender': 'male', 'friendBrowserUsed': 'Chrome', 'friendLocationIp': '81.247.36.40', 'friendEmails': None, 'friendLanguages': None, 'friendCityName': 'Brussels', 'friendUniversities': [['Université_catholique_de_Louvain', '0', 'Ottignies-Louvain-la-Neuve']], 'friendCompanies': []",220.472
/data1/hzy/neo4j/RTP-main/build/ic2,"'personId': '68793254', 'personFirstName': 'Carlos', 'personLastName': 'Abascal', 'postOrCommentId': '88185528', 'postOrCommentContent': ""About Rubén Blades_ term. He holds a law degree from the University of Panama and a master's in international law"", 'postOrCommentCreationDate': '1347022262600'",3.102
/data1/hzy/neo4j/RTP-main/build/ic2,"'personId': '68793254', 'personFirstName': 'Carlos', 'personLastName': 'Abascal', 'postOrCommentId': '88185528', 'postOrCommentContent': ""About Rubén Blades_ term. He holds a law degree from the University of Panama and a master's in international law"", 'postOrCommentCreationDate': '1347022262600'",3.129
/data1/hzy/neo4j/RTP-main/build/ic2,"'personId': '68793254', 'personFirstName': 'Carlos', 'personLastName': 'Abascal', 'postOrCommentId': '88185528', 'postOrCommentContent': ""About Rubén Blades_ term. He holds a law degree from the University of Panama and a master's in international law"", 'postOrCommentCreationDate': '1347022262600'",3.134
/data1/hzy/neo4j/RTP-main/build/ic2,"'personId': '68793254', 'personFirstName': 'Carlos', 'personLastName': 'Abascal', 'postOrCommentId': '88185528', 'postOrCommentContent': ""About Rubén Blades_ term. He holds a law degree from the University of Panama and a master's in international law"", 'postOrCommentCreationDate': '1347022262600'",3.131
/data1/hzy/neo4j/RTP-main/build/ic3,"'friendId': '68702079', 'friendFirstName': 'Louis', 'friendLastName': 'Aa', 'xCount': -1, 'yCount': -1, 'xyCount': -1",46.421
/data1/hzy/neo4j/RTP-main/build/ic3,"'friendId': '68702079', 'friendFirstName': 'Louis', 'friendLastName': 'Aa', 'xCount': -1, 'yCount': -1, 'xyCount': -1",34.590
/data1/hzy/neo4j/RTP-main/build/ic3,"'friendId': '68702079', 'friendFirstName': 'Louis', 'friendLastName': 'Aa', 'xCount': -1, 'yCount': -1, 'xyCount': -1",33.708
